site,year,month,micro,TAD,janzenDscore,TAD_elevCorr,janzenDscore_elevCorr,macro,foliage,flora,snow_source_flag,height_notes,snowdepth,latitude,veg_structure,foliage_cover,height,elevation_change,snow_presence
AK_nabesna,2001,9,surface,22.22222222222222,0.9561828874675149,-1.1231256554028475,-0.01449433489343721,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.87587391304348,170.02172102615128,0,3,394.7,no snow
AK_nabesna,2001,10,surface,35,0.9921567416492215,11.65465212237493,0.02147951928826941,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",4.441964285714286,62.83645,184.66248033673654,0,3,394.7,snow
AK_nabesna,2002,1,surface,41.666666666666664,1.1148180418617428,18.321318789041594,0.14414081950079072,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",15.727272727272727,62.8969,162.2133160605058,0,3,394.7,snow
AK_nabesna,2002,2,surface,26.666666666666668,1.718675697694639,3.321318789041599,0.7479984753336868,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",23.233333333333334,63.3025,11.586665432893273,0,3,394.7,snow
AK_nabesna,2002,3,surface,36.111111111111114,0.9876868343987424,12.765763233486044,0.017009612037790278,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",20.568181818181817,62.881654545454545,167.87498212430594,0,3,394.7,snow
AK_nabesna,2002,4,surface,37.77777777777778,0.9948497511671097,14.432429900152709,0.02417252880615761,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",15.629213483146067,62.86044157303371,175.7527902742238,0,3,394.7,snow
AK_nabesna,2002,5,surface,36.111111111111114,0.9855274566525746,12.765763233486044,0.014850234291622466,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0.2391304347826087,62.7741347826087,207.80432569862936,0,3,394.7,no snow
AK_nabesna,2002,6,surface,25.555555555555554,0.9616783115081544,2.2102076779304847,-0.008998910852797692,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.85277182320442,178.6010859545427,0,3,394.7,no snow
AK_nabesna,2002,7,surface,22.22222222222222,0.834965721446866,-1.1231256554028475,-0.13571150091408613,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.85584736842105,177.4589284722075,0,3,394.7,no snow
AK_nabesna,2002,8,surface,26.666666666666668,0.9683640522700838,3.321318789041599,-0.0023131700908682884,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.86061304347826,175.689111727023,0,3,394.7,no snow
AK_nabesna,2002,9,surface,27.22222222222222,1.03209369308428,3.876874344597153,0.06141647072332779,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.88079677419355,168.193530477483,0,3,394.7,no snow
AK_nabesna,2002,10,surface,21.666666666666664,1.0130724502589556,-1.6786812109584046,0.04239522789800354,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",1.8651162790697675,62.79822093023256,198.8595137087264,0,3,394.7,no snow
AK_nabesna,2002,11,surface,27.22222222222222,1.0567611773936965,3.876874344597153,0.08608395503274435,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",6.16875,62.8423,182.48998056806903,0,3,394.7,snow
AK_nabesna,2002,12,surface,31.111111111111114,1.2099802839640403,7.765763233486045,0.23930306160308823,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",12.1875,62.89229090909091,163.9249825449105,0,3,394.7,snow
AK_nabesna,2003,1,surface,32.22222222222222,1.184660686798217,8.876874344597152,0.2139834644372649,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",18,62.85719090909091,176.95998115691543,0,3,394.7,snow
AK_nabesna,2003,2,surface,27.22222222222222,1.569255907289854,3.876874344597153,0.5985786849289019,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",12.545454545454545,63.30179090909091,11.8499987381863,0,3,394.7,snow
AK_nabesna,2003,3,surface,43.333333333333336,1.14979732923028,19.987985455708266,0.179120106869328,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",11.17142857142857,62.81221428571428,193.66283652121612,0,3,394.7,snow
AK_nabesna,2003,4,surface,52.22222222222223,1.049706162604066,28.876874344597162,0.07902894024311391,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",6.444444444444445,62.9437,144.83331791116592,0,3,394.7,snow
AK_nabesna,2003,5,surface,26.111111111111114,0.9577884964785864,2.7657632334860454,-0.01288872588236567,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.87337213114754,170.95080146891715,0,3,394.7,no snow
AK_nabesna,2003,6,surface,27.22222222222222,0.9761033642897549,3.876874344597153,0.005426141928802752,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.87633636363636,169.84998191400365,0,3,394.7,no snow
AK_nabesna,2003,7,surface,23.333333333333332,0.8366600265340756,-0.012014544291736595,-0.13401719582687655,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.86061304347826,175.689111727023,0,3,394.7,no snow
AK_nabesna,2003,8,surface,28.333333333333332,0.9372403389139511,4.987985455708264,-0.03343688344700102,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.87078695652174,171.91085125977517,0,3,394.7,no snow
AK_nabesna,2003,9,surface,28.333333333333336,0.9853347951100923,4.987985455708268,0.014657572749140146,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0.3709677419354839,62.88079677419355,168.193530477483,0,3,394.7,no snow
AK_nabesna,2003,10,surface,34.44444444444444,1.0213461200196727,11.099096566819373,0.050668897658720624,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.865700000000004,173.7999814933991,0,3,394.7,no snow
AK_nabesna,2003,11,surface,45,1.1096931643111618,21.65465212237493,0.13901594195020972,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",4.476190476190476,62.87907142857143,168.83426773644482,0,3,394.7,snow
AK_nabesna,2003,12,surface,42.77777777777778,1.375,19.43242990015271,0.4043227776390479,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",10.684782608695652,62.87078695652174,171.91085125977517,0,3,394.7,snow
AK_nabesna,2004,1,surface,41.11111111111111,1.3081475451951128,17.765763233486037,0.3374703228341607,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",17.676829268292682,62.85999268292683,175.9194934628308,0,3,394.7,snow
AK_nabesna,2004,2,surface,51.66666666666667,1.2020280223530084,28.321318789041605,0.23135079999205632,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",17.763636363636362,62.89122727272727,164.31998250285005,0,3,394.7,snow
AK_nabesna,2004,3,surface,36.66666666666667,1.0440737953277488,13.321318789041602,0.07339657296679669,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",18.337078651685392,62.88673370786517,165.98874637010024,0,3,394.7,snow
AK_nabesna,2004,4,surface,45,1.1512838683202964,21.65465212237493,0.18060664595934428,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",9.88659793814433,62.889823711340206,164.84121956074966,0,3,394.7,snow
AK_nabesna,2004,5,surface,20.555555555555557,1.0044117861261208,-2.7897923220695118,0.0337345637651687,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,63.30445,10.862498843337443,0,3,394.7,no snow
AK_nabesna,2004,6,surface,32.77777777777778,0.9921923711445608,9.432429900152709,0.021515148783608717,alpine meadow,leaf-off,unknown but likely irrelevant,confident_estimate,"nabesna informed estimate, Tok uninformed estimate",0,63.08986806722689,90.55125086210708,0,3,394.7,no snow
AK_nabesna,2004,7,surface,25.555555555555557,0.9105787198346302,2.2102076779304882,-0.06009850252632187,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.89912857142857,161.38569710101345,0,3,394.7,no snow
AK_nabesna,2004,8,surface,31.666666666666668,1.0321075048847113,8.321318789041598,0.06143028252375915,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.87078695652174,171.91085125977517,0,3,394.7,no snow
AK_nabesna,2004,9,surface,31.666666666666664,1.0259035695964738,8.3213187890415945,0.05522634723552167,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0.3393665158371041,62.93134705882353,149.42079856898565,0,3,394.7,no snow
AK_nabesna,2004,10,surface,23.88888888888889,0.9782838736655737,0.5435410112638205,0.00760665130462157,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",5.413793103448276,62.876458620689654,169.8045796199876,0,3,394.7,snow
AK_nabesna,2004,11,surface,40.55555555555555,1.340861004026427,17.21020767793048,0.37018378166547494,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",7.680232558139535,62.887467441860466,165.71626142393868,0,3,394.7,snow
AK_nabesna,2004,12,surface,41.111111111111114,1.2536971730076398,17.765763233486044,0.2830199506466877,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",13.662921348314606,62.87621685393258,169.89436393174967,0,3,394.7,snow
AK_nabesna,2005,1,surface,56.111111111111114,1.2054600379663787,32.76576323348605,0.23478281560542658,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",24.976744186046513,62.887467441860466,165.71626142393868,0,3,394.7,snow
AK_nabesna,2005,2,surface,43.888888888888886,1.2484755939510026,20.543541011263816,0.2777983715900505,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",31.53048780487805,62.89423658536585,163.2024216462406,0,3,394.7,snow
AK_nabesna,2005,4,surface,37.77777777777778,1.1019463300386796,14.432429900152709,0.13126910767772748,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",13.08173076923077,62.9287,150.40383013851843,0,3,394.7,snow
AK_nabesna,2005,5,surface,25.555555555555557,0.9939123761133187,2.2102076779304882,0.023235153752366622,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.865700000000004,173.7999814933991,0,3,394.7,no snow
AK_nabesna,2005,6,surface,25,0.9745831841044724,1.654652122374931,0.0039059617435203142,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.88183793103448,167.80687868328187,0,3,394.7,no snow
AK_nabesna,2005,7,surface,23.333333333333336,0.9575175804338617,-0.012014544291733043,-0.013159641927090404,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.87078695652174,171.91085125977517,0,3,394.7,no snow
AK_nabesna,2005,8,surface,31.666666666666668,0.9746794344808966,8.321318789041598,0.004002212119944448,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.865700000000004,173.7999814933991,0,3,394.7,no snow
AK_nabesna,2005,9,surface,20.555555555555557,0.8849750154846387,-2.7897923220695118,-0.08570220687631336,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.966298130841125,136.44110696678058,0,3,394.7,no snow
AK_nabesna,2005,10,surface,26.666666666666668,1.0119288512538813,3.321318789041599,0.041251628892929215,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",1.0588235294117647,62.81850672268908,191.3260300473553,0,3,394.7,no snow
AK_nabesna,2005,11,surface,41.11111111111111,1.2012290587755956,17.765763233486037,0.2305518364146435,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",7.7105263157894735,62.87062631578947,171.9705080039949,0,3,394.7,snow
AK_nabesna,2005,12,surface,42.22222222222222,1.224850905318578,18.87687434459715,0.254173682957626,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",14.028409090909092,62.87101818181818,171.82498170370138,0,3,394.7,snow
AK_nabesna,2006,1,surface,41.111111111111114,1.2458548049477267,17.765763233486044,0.2751775825867746,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",14.733695652173912,62.85552608695652,177.5782419606469,0,3,394.7,snow
AK_nabesna,2006,2,surface,53.33333333333333,1.2939932784412607,29.987985455708262,0.32331605608030856,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",17.201219512195124,62.88282195121951,167.441445585104,0,3,394.7,snow
AK_nabesna,2006,3,surface,42.77777777777778,1.186442086370629,19.43242990015271,0.21576486400967698,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",18.79032258064516,62.865700000000004,173.7999814933991,0,3,394.7,snow
AK_nabesna,2006,4,surface,31.666666666666668,1.0098386065601943,8.321318789041598,0.0391613841992422,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",13.542553191489361,62.83582765957447,184.89359733340328,0,3,394.7,snow
AK_nabesna,2006,5,surface,30,0.9733285267845754,6.654652122374932,0.0026513044236232686,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0.9547169811320755,62.779164150943394,205.93658184500873,0,3,394.7,no snow
AK_nabesna,2006,6,surface,33.888888888888886,1.095592342363327,10.543541011263816,0.12491512000237481,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0.061855670103092786,62.83192680412371,186.3422481991083,0,3,394.7,no snow
AK_nabesna,2006,7,surface,25,1.0039741835696103,1.654652122374931,0.033296961208658216,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.86061304347826,175.689111727023,0,3,394.7,no snow
AK_nabesna,2006,8,surface,21.666666666666668,0.966579114338389,-1.678681210958401,-0.004098108022563163,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.851075,179.2312309150678,0,3,394.7,no snow
AK_nabesna,2006,9,surface,22.22222222222222,1.0286889997472792,-1.1231256554028475,0.058011777386327124,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0.03225806451612903,62.88079677419355,168.193530477483,0,3,394.7,no snow
AK_nabesna,2006,10,surface,37.22222222222222,1.118532443517748,13.876874344597152,0.14785522115679584,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",1.161904761904762,62.89244285714286,163.86855397949057,0,3,394.7,no snow
AK_nabesna,2006,11,surface,38.33333333333333,1.0660901004006915,14.987985455708259,0.09541287803973941,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",5.735294117647059,62.89322941176471,163.57645317025796,0,3,394.7,snow
AK_nabesna,2006,12,surface,33.333333333333336,1.203858530857692,9.987985455708266,0.2331813084967398,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",11.672413793103448,62.89797586206897,161.81377587316467,0,3,394.7,snow
AK_nabesna,2007,1,surface,46.111111111111114,1.2915257414856651,22.765763233486044,0.320848519124713,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",14.662790697674419,62.887467441860466,165.71626142393868,0,3,394.7,snow
AK_nabesna,2007,2,surface,49.44444444444444,1.1968161500104595,26.099096566819377,0.22613892764950738,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",17.75862068965517,62.865700000000004,173.7999814933991,0,3,394.7,snow
AK_nabesna,2007,3,surface,43.888888888888886,1.1102559968006298,20.543541011263816,0.1395787744396777,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",19,62.865700000000004,173.7999814933991,0,3,394.7,snow
AK_nabesna,2007,4,surface,31.666666666666664,1.0760464581247249,8.3213187890415945,0.10536923576377277,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",7.630434782608695,62.86163043478261,175.3112856802982,0,3,394.7,snow
AK_nabesna,2007,5,surface,23.333333333333336,0.8844555617995888,-0.012014544291733043,-0.08622166056136327,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0.1791044776119403,62.83077462686567,186.7701293660408,0,3,394.7,no snow
AK_nabesna,2007,6,surface,23.88888888888889,0.9497111242436803,0.5435410112638205,-0.020966098117271792,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.87633636363636,169.84998191400365,0,3,394.7,no snow
AK_nabesna,2007,7,surface,19.444444444444443,0.8642633970683908,-3.900903433180626,-0.10641382529256127,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.865700000000004,173.7999814933991,0,3,394.7,no snow
AK_nabesna,2007,8,surface,26.11111111111111,0.9810847227000675,2.765763233486042,0.010407500339115416,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.865700000000004,173.7999814933991,0,3,394.7,no snow
AK_nabesna,2007,9,surface,21.666666666666664,0.9515025711248197,-1.6786812109584046,-0.01917465123613238,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.865700000000004,173.7999814933991,0,3,394.7,no snow
AK_nabesna,2007,10,surface,25,1.0039741835696103,1.654652122374931,0.033296961208658216,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0.639344262295082,62.82350327868853,189.47047162804984,0,3,394.7,no snow
AK_nabesna,2007,11,surface,30,1.2135597524338357,6.654652122374932,0.24288253007288363,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",6.1,62.89322941176471,163.57645317025796,0,3,394.7,snow
AK_nabesna,2007,12,surface,35.55555555555556,1.2749105166233534,12.210207677930487,0.3042332942624013,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",10.922619047619047,62.9047,159.3166497022825,0,3,394.7,snow
AK_nabesna,2008,1,surface,52.77777777777778,1.2131724300671427,29.432429900152705,0.2424952077061906,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",16.713483146067414,62.87621685393258,169.89436393174967,0,3,394.7,snow
AK_nabesna,2008,2,surface,50,1.1441088814070732,26.654652122374934,0.17343165904612112,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",17.65,62.8293,187.31775783177457,0,3,394.7,snow
AK_nabesna,2008,3,surface,33.888888888888886,1.0700107835545756,10.543541011263816,0.09933356119362347,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",18.032967032967033,62.87598571428571,169.98020168035734,0,3,394.7,snow
AK_nabesna,2008,4,surface,32.22222222222222,1.0832137073640713,8.876874344597152,0.11253648500311919,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",8.3,62.84106842105263,182.94734894042008,0,3,394.7,snow
AK_nabesna,2008,5,surface,27.22222222222222,1.0579921168644497,3.876874344597153,0.08731489450349761,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0.17256637168141592,62.799434513274335,198.40882843051753,0,3,394.7,no snow
AK_nabesna,2008,6,surface,22.222222222222225,0.9947294626039876,-1.123125655402844,0.02405224024303554,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.865700000000004,173.7999814933991,0,3,394.7,no snow
AK_nabesna,2008,7,surface,24.444444444444443,0.9838699100999073,1.099096566819374,0.013192687738955211,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.8501,179.59331420984572,0,3,394.7,no snow
AK_nabesna,2008,8,surface,20.555555555555554,1.054135332251651,-2.7897923220695153,0.0834581098906988,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.87078695652174,171.91085125977517,0,3,394.7,no snow
AK_nabesna,2008,9,surface,17.77777777777778,0.8101914936669333,-5.5675700998472895,-0.16048572869401878,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0.07692307692307693,62.7577,213.90766953033733,0,3,394.7,no snow
AK_nabesna,2008,10,surface,37.22222222222222,1.1821893276779807,13.876874344597152,0.21151210531702858,alpine meadow,leaf-off,unknown but likely irrelevant,confident_estimate,"nabesna informed estimate, Tok uninformed estimate",1.3302752293577982,62.689663302752294,239.17428645880608,0,3,394.7,no snow
AK_nabesna,2008,11,surface,30.555555555555557,1.3253974049576698,7.210207677930489,0.35472018259671767,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",11.721590909090908,62.87633636363636,169.84998191400365,0,3,394.7,snow
AK_nabesna,2008,12,surface,43.888888888888886,1.2856154959356356,20.543541011263816,0.3149382735746835,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",16,62.84640103092784,180.96699103951863,0,3,394.7,snow
AK_nabesna,2009,1,surface,57.77777777777778,1.1394908405732362,34.432429900152705,0.16881361821228413,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",21.207865168539325,62.87095842696629,171.84717271257438,0,3,394.7,snow
AK_nabesna,2009,2,surface,41.111111111111114,1.1124361214441867,17.765763233486044,0.14175889908323458,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",18.19607843137255,62.79687647058824,199.3588023012519,0,3,394.7,snow
AK_nabesna,2009,3,surface,38.888888888888886,1.162476387438193,15.543541011263816,0.19179916507724082,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",28.574585635359117,62.87862817679558,168.99887703225548,0,3,394.7,snow
AK_nabesna,2009,4,surface,40,0.9938837346736189,16.65465212237493,0.023206512312666794,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",19.59375,62.89495,162.93748265006164,0,3,394.7,snow
AK_nabesna,2009,5,surface,22.77777777777778,0.9193194851282938,-0.5675700998472901,-0.05135773723265835,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.79034406779661,201.78472427623453,0,3,394.7,no snow
AK_nabesna,2009,6,surface,24.444444444444443,0.8807048459279792,1.099096566819374,-0.08997237643297296,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.82749591836735,187.98773508469696,0,3,394.7,no snow
AK_nabesna,2009,7,surface,26.666666666666668,0.9695485958961323,3.321318789041599,-0.0011286264648198152,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.865700000000004,173.7999814933991,0,3,394.7,no snow
AK_nabesna,2009,8,surface,25,0.9653452203153243,1.654652122374931,-0.005332002045627782,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.8813,168.00664877695246,0,3,394.7,no snow
AK_nabesna,2009,9,surface,26.666666666666664,0.9292837111948395,3.3213187890415954,-0.04139351116611256,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.83192680412371,186.3422481991083,0,3,394.7,no snow
AK_nabesna,2009,10,surface,23.333333333333336,1.0409313539028804,-0.012014544291733043,0.07025413154192828,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0.35545023696682465,62.81024976303318,194.39239636228524,0,3,394.7,no snow
AK_nabesna,2009,11,surface,28.333333333333336,1.0307764064044151,4.987985455708268,0.06009918404346304,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",8.26,62.8189,191.179979642739,0,3,394.7,snow
AK_nabesna,2009,12,surface,35.55555555555555,1.423628970560413,12.21020767793048,0.45295174819946094,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",13.49056603773585,62.82154905660377,190.19620616258769,0,3,394.7,snow
AK_nabesna,2010,1,surface,30,1.147638083514009,6.654652122374932,0.17696086115305687,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",16.847058823529412,62.86019411764706,175.8446871580273,0,3,394.7,snow
AK_nabesna,2010,2,surface,30.555555555555557,1.1834115780078218,7.210207677930489,0.2127343556468697,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",18.36196319018405,62.89728282208589,162.07114838648258,0,3,394.7,snow
AK_nabesna,2010,3,surface,36.111111111111114,1.085143415353039,12.765763233486044,0.11446619299208693,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",14.042553191489361,62.86072127659575,175.6489174667331,0,3,394.7,snow
AK_nabesna,2010,4,surface,31.11111111111111,0.9540989411743797,7.765763233486042,-0.016578281186572452,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",7.273170731707317,62.91820731707317,154.30047137462748,0,3,394.7,snow
AK_nabesna,2010,5,surface,28.88888888888889,0.9799118698777317,5.543541011263821,0.009234647516779604,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,62.88183793103448,167.80687868328187,0,3,394.7,no snow
