"","julian","mean","max","min","elevation","micro"
"507",142,11.7800524839744,26.77,-2.823,"high","air"
"508",143,11.1745922213312,27.07,-1.358,"high","air"
"509",144,11.5496895032051,22.19,-0.035,"high","air"
"510",145,10.0013838141026,22.15,-0.362,"high","air"
"511",146,9.56618669871795,23.59,-0.6,"high","air"
"512",147,11.8144366987179,26.46,0.24,"high","air"
"513",148,12.3688762019231,26.25,-1.303,"high","air"
"514",149,13.8048048878205,24.68,-1.093,"high","air"
"515",150,13.5812928685897,24.59,0.921,"high","air"
"516",151,13.4175348557692,25.22,0.529,"high","air"
"517",152,14.704171474359,28.39,-0.189,"high","air"
"518",153,16.1444815705128,28.06,0.649,"high","air"
"519",154,16.1305697115385,27.25,3.142,"high","air"
"520",155,16.0562855996791,28.75,4.574,"high","air"
"521",156,16.3806053685897,28.66,1.163,"high","air"
"522",157,16.3734503205128,28.98,-0.142,"high","air"
"523",158,17.9530661057692,31.39,3.767,"high","air"
"524",159,17.9966903044872,33.28,3.549,"high","air"
"525",160,14.6291614583333,29.96,1.899,"high","air"
"526",161,12.7318024839744,27.44,1.048,"high","air"
"527",162,13.8480556891026,27.16,0.209,"high","air"
"528",163,15.5057087339744,30.96,3.34,"high","air"
"529",164,16.2616598557692,29.01,6.287,"high","air"
"530",165,17.4814090544872,24.95,6.618,"high","air"
"531",166,15.1083241185897,24.65,2.68,"high","air"
"532",167,14.5549859775641,25.23,1.595,"high","air"
"533",168,16.2612676282051,30.71,2.893,"high","air"
"534",169,16.7007379807692,32.49,3.307,"high","air"
"535",170,16.731328926282,30.97,2.855,"high","air"
"536",171,17.9131510416667,28.85,3.337,"high","air"
"537",172,19.5063697916667,32.13,3.197,"high","air"
"538",173,20.4270633012821,33.96,9.81,"high","air"
"539",174,17.8881266025641,29.52,2.787,"high","air"
"540",175,17.001030849359,30.99,0.943,"high","air"
"541",176,16.9510024038462,29.45,1.268,"high","air"
"542",177,17.0189479166667,30.11,2.004,"high","air"
"543",178,18.1518846153846,30.15,2.748,"high","air"
"544",179,18.0337331730769,30.9,5.556,"high","air"
"545",180,19.3993197115385,28.45,5.335,"high","air"
"546",181,21.9445552884615,31.93,9.58,"high","air"
"547",182,22.8132371794872,31.73,9.29,"high","air"
"548",183,23.328922275641,31.83,9.59,"high","air"
"549",184,22.5917748397436,30.93,12.97,"high","air"
"550",185,21.4140825320513,28.93,12.71,"high","air"
"551",186,20.8041506410256,28.24,12.13,"high","air"
"552",187,20.5597155448718,29.51,11.86,"high","air"
"553",188,21.1736858974359,30.77,10.02,"high","air"
"554",189,21.2993429487179,31.32,9.88,"high","air"
"555",190,20.2572876602564,28.84,10.41,"high","air"
"556",191,18.4294138621795,27.01,5.973,"high","air"
"557",192,18.9857932692308,29.12,4.99,"high","air"
"558",193,19.9803365384615,29.82,10.19,"high","air"
"559",194,20.0610340544872,27.36,7.639,"high","air"
"560",195,21.5856129807692,31.61,9,"high","air"
"561",196,22.2745673076923,29.4,9.27,"high","air"
"562",197,21.480203125,30.54,7.987,"high","air"
"563",198,20.5928954326923,32.34,7.275,"high","air"
"564",199,18.97403125,33.68,6.071,"high","air"
"565",200,19.8149679487179,32.94,8.98,"high","air"
"566",201,20.5776201923077,31.36,11.43,"high","air"
"567",202,20.6687820512821,30.95,11.76,"high","air"
"568",203,20.9502884615385,30.88,9.07,"high","air"
"569",204,20.9221314102564,30.25,7.822,"high","air"
"570",205,22.085608974359,30.12,14.28,"high","air"
"571",206,22.3281530448718,31.03,13.83,"high","air"
"572",207,23.1132331730769,32.65,11.63,"high","air"
"573",208,23.8232011217949,32.06,11.45,"high","air"
"574",209,24.5797916666667,31.99,15.72,"high","air"
"575",210,24.2740665064103,32.63,15.17,"high","air"
"576",211,24.6793830128205,32.84,16.93,"high","air"
"577",212,24.2584334935897,32.44,12.89,"high","air"
"578",213,23.0088942307692,33.42,12.39,"high","air"
"579",214,22.8434975961538,34.24,14.51,"high","air"
"580",215,22.8312980769231,31.69,13.77,"high","air"
"581",216,21.4602003205128,30.7,11.72,"high","air"
"582",217,20.800328525641,29.31,8.58,"high","air"
"583",218,20.5998197115385,27.45,6.332,"high","air"
"584",219,20.0846065705128,28.48,5.923,"high","air"
"585",220,20.4638461538462,29.48,13.22,"high","air"
"586",221,21.0419671474359,29.72,13.43,"high","air"
"587",222,21.1369030448718,30.28,12.67,"high","air"
"588",223,20.6358293269231,30.1,11.76,"high","air"
"589",224,21.0725200320513,33.06,12.44,"high","air"
"590",225,20.6104046474359,32.22,9.66,"high","air"
"591",226,20.5669991987179,34.35,8.52,"high","air"
"592",227,21.7479206730769,32.1,15.04,"high","air"
"593",228,23.0218509615385,31.11,16.17,"high","air"
"594",229,24.0633733974359,32.17,15.86,"high","air"
"595",230,25.1078084935897,31.55,16.21,"high","air"
"596",231,24.2549759615385,30.9,17.52,"high","air"
"597",232,23.1618269230769,30.94,16.1,"high","air"
"598",233,22.1641947115385,31.44,11.08,"high","air"
"599",234,20.8322275641026,27.35,11.17,"high","air"
"600",235,21.3305809294872,28.81,14.79,"high","air"
"601",236,20.5650560897436,31.91,11.66,"high","air"
"602",237,20.5546113782051,34.33,10.24,"high","air"
"603",238,20.8497075320513,31.03,10.14,"high","air"
"604",239,20.7229218436874,33.25,8.59,"high","air"
"605",240,20.4460296474359,33.94,4.666,"high","air"
"606",241,18.6899695512821,30.98,7.499,"high","air"
"607",242,18.231641025641,25.99,6.988,"high","air"
"608",243,19.5163020833333,31.15,11.18,"high","air"
"609",244,20.4683854166667,35.88,11.06,"high","air"
"610",245,20.9828565705128,34.39,9.34,"high","air"
"611",246,20.4920833333333,32.84,6.77,"high","air"
"612",247,19.6379695512821,31.93,6.476,"high","air"
"613",248,18.1681602564103,28.24,7.083,"high","air"
"614",249,19.7348573717949,28.07,6.469,"high","air"
"615",250,19.5391682692308,28.4,7.808,"high","air"
"616",251,20.8750488782051,29.95,5.757,"high","air"
"617",252,22.4034599358974,32.48,7.04,"high","air"
"618",253,22.7033934294872,31.31,10.83,"high","air"
"619",254,22.2374387019231,31.7,6.892,"high","air"
"620",255,20.7150825320513,29.36,5.557,"high","air"
"621",256,19.7141185897436,29.4,5.513,"high","air"
"622",257,17.9482039262821,28.68,6.877,"high","air"
"623",258,14.6790985576923,27.95,4.184,"high","air"
"624",259,15.0972215544872,26.47,4.062,"high","air"
"625",260,15.5059931891026,28.04,6.236,"high","air"
"626",261,16.7778249198718,28.81,5.027,"high","air"
"627",262,18.2554158653846,29.29,4.847,"high","air"
"628",263,18.606421474359,28.99,2.859,"high","air"
"629",264,17.3090352564103,30.48,2.19,"high","air"
"630",265,15.7637720352564,31.05,3.728,"high","air"
"631",266,16.1668221153846,30.72,3.332,"high","air"
"632",267,15.7991005608974,29.33,4.574,"high","air"
"633",268,15.7708998397436,30.28,2.697,"high","air"
"634",269,18.023719150641,33.56,2.815,"high","air"
"635",270,20.0509366987179,32.4,7.351,"high","air"
"636",271,19.5021085737179,30.88,5.319,"high","air"
"637",272,16.311593349359,30.49,2.253,"high","air"
"638",273,14.336327724359,28.35,2.526,"high","air"
"639",274,12.9780388621795,29.93,4.383,"high","air"
"640",275,13.7218657852564,32.39,3.244,"high","air"
"641",276,12.5429138621795,30.11,-0.478,"high","air"
"642",277,13.1306915064103,29.02,-0.683,"high","air"
"643",278,13.9203858173077,28.33,1.135,"high","air"
"644",279,13.5021951121795,28.87,2.432,"high","air"
"645",280,14.5187544070513,25.5,4.872,"high","air"
"646",281,14.7139811698718,24.98,3.385,"high","air"
"647",282,14.0968341346154,24.58,1.771,"high","air"
"648",283,14.113328125,23.24,5.507,"high","air"
"649",284,13.2850689102564,22.99,3.018,"high","air"
"650",285,14.858516025641,26.96,2.594,"high","air"
"651",286,15.5612668269231,28.4,5.036,"high","air"
"652",287,14.6554983974359,27.98,6.657,"high","air"
"653",288,14.8256726762821,25.2,4.674,"high","air"
"654",289,14.6742199519231,24.47,4.412,"high","air"
"655",290,13.3750140336808,23.33,2.993,"high","air"
"656",291,14.3753934294872,25.37,4.297,"high","air"
"657",292,13.3460544871795,26.27,2.443,"high","air"
"658",293,13.3704891826923,23.11,1.56,"high","air"
"659",294,12.8503377403846,22.74,1.622,"high","air"
"660",295,13.0567387820513,24,2.327,"high","air"
"661",296,13.424405849359,26.46,-0.25,"high","air"
"662",297,12.3989871794872,26.53,-0.417,"high","air"
"663",298,11.2973377403846,26.12,-0.057,"high","air"
"664",299,12.0131286057692,25.4,0.819,"high","air"
"665",300,11.3732019230769,26.07,-0.205,"high","air"
"666",301,10.7098729967949,24.62,-0.205,"high","air"
"667",302,11.8867792467949,23.21,3.407,"high","air"
"668",303,12.1942676282051,20.09,3.032,"high","air"
"669",304,11.4087079326923,19.38,2.719,"high","air"
"670",305,9.99896995192308,22.15,2.028,"high","air"
"671",306,8.70583012820513,22.73,1.471,"high","air"
"672",307,7.7411891025641,21.65,-1.907,"high","air"
"673",308,8.43354286858974,21.02,-2.762,"high","air"
"674",309,9.71158253205128,21.67,-1.088,"high","air"
"675",310,10.1337828525641,24.33,-0.152,"high","air"
"676",311,9.39331530448718,21.4,0.046,"high","air"
"677",312,8.86779447115385,20.52,-0.1,"high","air"
"678",313,7.99593429487179,20.44,-1.995,"high","air"
"679",314,8.21030568910256,18.63,-3.183,"high","air"
"680",315,7.79783453525641,20.02,-2.627,"high","air"
"681",316,7.93068444625407,17.74,-1.285,"high","air"
"682",317,8.82443147620984,17.86,1.036,"high","air"
"683",318,8.21980208333333,16.89,0.638,"high","air"
"684",319,8.05670590505596,18.42,-2.895,"high","air"
"685",320,7.36333817504655,17.89,-2.948,"high","air"
"686",321,6.45671614583333,16.08,-0.815,"high","air"
"687",322,5.65951264880952,17.25,-3.144,"high","air"
"688",323,4.77086661698957,17.58,-4.024,"high","air"
"689",324,5.54637090773809,16.02,-2.748,"high","air"
"690",325,5.78309114583333,15.11,-2.728,"high","air"
"691",326,6.27301525297619,17.93,-1.353,"high","air"
"692",327,6.70164769345238,15.83,-6.817,"high","air"
"693",328,5.6932697172619,18.38,-5.775,"high","air"
"694",329,7.60820163690476,17.6,-4.248,"high","air"
"695",330,7.19199739583333,16.38,-1.978,"high","air"
"696",331,5.19328794642857,13.74,-3.053,"high","air"
"697",332,4.73199851190476,14.36,-3.651,"high","air"
"698",333,5.8781015625,16.48,-2.252,"high","air"
"699",334,5.53772730654762,15.43,-1.167,"high","air"
"700",335,6.14598251488095,15.53,-1.481,"high","air"
"701",336,5.39874739583333,13.7,-1.717,"high","air"
"702",337,3.91816852678571,16.16,-3.896,"high","air"
"703",338,5.1620744047619,13.6,-4.329,"high","air"
"704",339,5.54077492559524,16.38,-3.957,"high","air"
"705",340,4.82842894345238,15.87,-6.938,"high","air"
"706",341,4.37021614583333,18.37,-8.98,"high","air"
"707",342,6.01964953445065,16.28,-8.1,"high","air"
"708",343,7.27366889880952,18.15,-5.491,"high","air"
"709",344,7.59925669642857,17.75,-0.936,"high","air"
"710",345,7.21593043154762,17.63,-0.69,"high","air"
"711",346,5.657265625,16.28,-1.06,"high","air"
"712",347,5.79477678571429,19,-2.698,"high","air"
"713",348,4.71617633928571,21.9,-3.686,"high","air"
"714",349,4.78004910714286,17.73,-3.012,"high","air"
"715",350,5.44995944940476,22.88,-2.779,"high","air"
"716",351,5.251921875,18.28,-4.616,"high","air"
"717",352,4.89616889880952,13.59,-5.048,"high","air"
"718",353,3.45439732142857,14.77,-5.015,"high","air"
"719",354,4.10357685150726,15.04,-4.106,"high","air"
"720",355,5.75699404761905,14.44,-3.586,"high","air"
"721",356,6.1187109375,16.37,-3.803,"high","air"
"722",357,5.82216889880952,15.36,-2.688,"high","air"
"723",358,4.55581063988095,17.82,-3.721,"high","air"
"724",359,3.28064806547619,18.76,-4.41,"high","air"
"725",360,3.84001488095238,18.65,-3.737,"high","air"
"726",361,3.54822135416667,13.62,-3.276,"high","air"
"727",362,4.9065390625,15.17,-2.441,"high","air"
"728",363,5.2001447172619,18,-5.637,"high","air"
"729",364,3.92746800595238,16.02,-4.711,"high","air"
"730",365,4.65807291666667,14.99,-2.951,"high","air"
"731",NA,-2.265,-2.265,-2.265,"high","air"
