"","julian","mean","max","min","elevation","micro"
"466",101,-1.94076216145833,-0.415,-5.41,"high","soil"
"467",102,-1.42726641493056,-0.30204,-4.97,"high","soil"
"468",103,-1.26124782986111,-0.26622,-5.29,"high","soil"
"469",104,-1.14770483478261,-0.215,-4.51,"high","soil"
"470",105,-1.6894265625,-0.134,-4.58,"high","soil"
"471",106,-1.69591623263889,-0.121,-4.6484,"high","soil"
"472",107,-1.54616598090278,0.14,-4.27,"high","soil"
"473",108,-1.34858029513889,1.102,-4.65,"high","soil"
"474",109,-1.45498262152778,0.312,-6.49,"high","soil"
"475",110,-1.34599471354167,-0.125,-5.8,"high","soil"
"476",111,-1.148483359375,0.28384,-5.03,"high","soil"
"477",112,-1.03190419270833,0.03889,-3.45,"high","soil"
"478",113,-1.12741559027778,-0.125,-3.7723,"high","soil"
"479",114,-1.08268545138889,0.39995,-3.82,"high","soil"
"480",115,-1.004132578125,1.2039,-3.96,"high","soil"
"481",116,-0.959205894097222,1.8896,-4.16,"high","soil"
"482",117,-0.960002612847222,2.6844,-4.2077,"high","soil"
"483",118,-1.08748160590278,1.3975,-5.2295,"high","soil"
"484",119,-1.001936640625,-0.06668,-3.5224,"high","soil"
"485",120,-1.08785611111111,-0.05706,-4.6473,"high","soil"
"486",121,-1.19980923611111,0.16986,-5.5455,"high","soil"
"487",122,-1.07518640625,0.54366,-4.7791,"high","soil"
"488",123,-1.11143857638889,1.5382,-5.8018,"high","soil"
"489",124,-0.7015015625,4.1511,-3.7081,"high","soil"
"490",125,-0.484957317708333,5.9721,-4.8464,"high","soil"
"491",126,-0.0323790017361111,4.7819,-2.7965,"high","soil"
"492",127,0.137345737847222,3.6591,-1.7078,"high","soil"
"493",128,-0.0395241753472222,1.561,-1.083,"high","soil"
"494",129,-0.0634040277777778,2.185,-0.85223,"high","soil"
"495",130,-0.116704505208333,1.321,-0.71266,"high","soil"
"496",131,-0.066674296875,3.748,-1.119,"high","soil"
"497",132,0.166904175347222,5.25,-1.1508,"high","soil"
"498",133,0.342364557291667,6.38,-1.1825,"high","soil"
"499",134,0.373750590277778,5.633,-1.1511,"high","soil"
"500",135,0.494233168402778,5.689,-1.0885,"high","soil"
"501",136,0.598381041666667,4.424,-1.0305,"high","soil"
"502",137,0.405308628472222,2.9196,-1.0711,"high","soil"
"503",138,0.227002013888889,2.8734,-0.83779,"high","soil"
"504",139,0.188809305555556,3.2154,-0.39726,"high","soil"
"505",140,0.148433133680556,2.748,-0.24314,"high","soil"
"506",141,0.334212144097222,5.509,-0.1951,"high","soil"
"507",142,0.727616006944445,6.197,-0.1838,"high","soil"
"508",143,1.04528203993056,5.627,-0.17073,"high","soil"
"509",144,0.960260920138889,4.158,-0.189,"high","soil"
"510",145,0.721084904513889,4.4,-0.189,"high","soil"
"511",146,0.755687630208333,4.4,-0.184,"high","soil"
"512",147,0.842553871527778,3.78,-0.189,"high","soil"
"513",148,1.06576263020833,5.48,-0.189,"high","soil"
"514",149,1.29946403645833,4.82,-0.185,"high","soil"
"515",150,1.21515893229167,4.652,-0.184,"high","soil"
"516",151,1.496368203125,4.54,-0.14,"high","soil"
"517",152,2.17149884548611,5.321,-0.12,"high","soil"
"518",153,2.90280659722222,7.027,0.14,"high","soil"
"519",154,3.52356111111111,6.951,0.956,"high","soil"
"520",155,4.08347508680556,7.719,1.26,"high","soil"
"521",156,4.78996770833333,9.644,1.71,"high","soil"
"522",157,5.20130512152778,9.571,1.95,"high","soil"
"523",158,5.27621788194444,9.132,1.977,"high","soil"
"524",159,5.31983975694444,8.934,2.4883,"high","soil"
"525",160,5.35979800347222,9.2105,1.48,"high","soil"
"526",161,5.79967395833333,9.4674,2.23,"high","soil"
"527",162,5.80776753472222,11.125,2.79,"high","soil"
"528",163,5.69870720486111,10.349,1.9208,"high","soil"
"529",164,5.54378585069444,9.58,1.0141,"high","soil"
"530",165,5.037388984375,8.84,0.5807,"high","soil"
"531",166,4.86625954861111,8.7793,0.30245,"high","soil"
"532",167,5.58723428819444,9.449,1.6155,"high","soil"
"533",168,5.79428602430556,9.568,2.295,"high","soil"
"534",169,6.14451180555556,9.903,2.0601,"high","soil"
"535",170,6.77902899305556,11.786,2.8094,"high","soil"
"536",171,7.14941710069444,10.998,2.797,"high","soil"
"537",172,7.33810833333333,11.195,2.1013,"high","soil"
"538",173,7.58492135416667,11.974,2.4503,"high","soil"
"539",174,7.75306692708333,11.469,4.1844,"high","soil"
"540",175,7.97136510416667,12.531,4.98,"high","soil"
"541",176,8.27955451388889,11.462,5.24,"high","soil"
"542",177,8.55256085069444,11.637,5.9802,"high","soil"
"543",178,8.77945720486111,11.528,5.684,"high","soil"
"544",179,8.70564774305556,12.247,5.12,"high","soil"
"545",180,8.73460798611111,12.176,4.91,"high","soil"
"546",181,8.73139548611111,11.851,6.18,"high","soil"
"547",182,8.60365920138889,11.888,5.2733,"high","soil"
"548",183,8.97858003472222,12.226,6.23,"high","soil"
"549",184,9.08786128472222,12.316,6.21,"high","soil"
"550",185,9.06280390625,11.851,6.35,"high","soil"
"551",186,8.87366927083333,11.284,5.4631,"high","soil"
"552",187,8.85312118055556,11.521,6.2424,"high","soil"
"553",188,8.7858640625,10.98,6.9997,"high","soil"
"554",189,8.67513550347222,11.13,5.8741,"high","soil"
"555",190,8.74414045138889,11.984,5.6874,"high","soil"
"556",191,9.05367864583333,12.05,6.8998,"high","soil"
"557",192,9.32219210069444,12.775,6.5881,"high","soil"
"558",193,9.11032569444444,11.84,6.0334,"high","soil"
"559",194,9.17374947916667,11.404,7.17,"high","soil"
"560",195,9.57147586805556,12.48,7.257,"high","soil"
"561",196,9.71953159722222,12.523,7.201,"high","soil"
"562",197,9.61589869791667,11.922,7.076,"high","soil"
"563",198,9.62391032986111,12.38,6.85,"high","soil"
"564",199,9.76144366319445,11.857,7.2439,"high","soil"
"565",200,9.8432859375,11.994,7.337,"high","soil"
"566",201,9.99355186794092,12.254,6.939,"high","soil"
"567",202,10.0676328125,12.682,7.778,"high","soil"
"568",203,10.0313797743056,13.16,6.853,"high","soil"
"569",204,10.3952736111111,13.313,7.638,"high","soil"
"570",205,10.7257184895833,13.514,8.16,"high","soil"
"571",206,10.5877603298611,13.236,8.077,"high","soil"
"572",207,10.3485527777778,12.58,7.687,"high","soil"
"573",208,10.3894105034722,13.715,7.915,"high","soil"
"574",209,10.2888106770833,13.118,8.026,"high","soil"
"575",210,10.0755370659722,12.786,7.542,"high","soil"
"576",211,10.1122270833333,13.315,7.25,"high","soil"
"577",212,10.1872869791667,13.314,6.71,"high","soil"
"578",213,10.0315582465278,12.567,6.07,"high","soil"
"579",214,9.97340390625,13.446,5.55,"high","soil"
"580",215,10.1367427083333,12.505,7.25,"high","soil"
"581",216,9.9496171875,13.38,7.96,"high","soil"
"582",217,9.71510972222222,12.567,7.72,"high","soil"
"583",218,9.61612717013889,12.818,7.208,"high","soil"
"584",219,9.50624670138889,12.205,7.08,"high","soil"
"585",220,9.28782743055556,12.585,6.512,"high","soil"
"586",221,9.30022517361111,12.751,6.129,"high","soil"
"587",222,9.17513914930556,12.352,6.081,"high","soil"
"588",223,9.15229348958333,12.089,5.8,"high","soil"
"589",224,9.14035442708333,11.991,6.43,"high","soil"
"590",225,9.157603125,12.621,6.306,"high","soil"
"591",226,9.17985598958333,12.084,5.985,"high","soil"
"592",227,9.33464956597222,13.37,6.291,"high","soil"
"593",228,9.61502421875,12.432,6.455,"high","soil"
"594",229,9.47646597222222,11.799,6.573,"high","soil"
"595",230,9.54241380208333,11.941,6.946,"high","soil"
"596",231,9.52194982638889,11.905,6.582,"high","soil"
"597",232,9.35690642361111,12.56,7.0116,"high","soil"
"598",233,9.3760625,11.66,6.382,"high","soil"
"599",234,9.57805052083333,12.484,6.911,"high","soil"
"600",235,9.53996605902778,12.616,5.93,"high","soil"
"601",236,9.10383697916667,12.419,4.87,"high","soil"
"602",237,9.26512925347222,12.685,5.76,"high","soil"
"603",238,9.46065821025195,13.002,5.624,"high","soil"
"604",239,9.42203958333333,12.538,5.569,"high","soil"
"605",240,9.12261440972222,11.582,5.51,"high","soil"
"606",241,8.97093324652778,12.116,5,"high","soil"
"607",242,9.05013350694444,12.513,5.37,"high","soil"
"608",243,8.68168203125,11.642,5.63,"high","soil"
"609",244,8.52828836805556,11.108,4.68,"high","soil"
"610",245,8.87421892361111,12.12,4.68,"high","soil"
"611",246,9.14106640625,12.553,5.8,"high","soil"
"612",247,9.093825,12.254,6.62,"high","soil"
"613",248,8.7999915921288,11.334,6,"high","soil"
"614",249,8.39758055555555,11.802,6,"high","soil"
"615",250,8.10252470238095,11.075,6.023,"high","soil"
"616",251,7.69930109126984,10.616,5.278,"high","soil"
"617",252,7.7614193452381,11.333,5.0635,"high","soil"
"618",253,7.64361775793651,10.392,4.31,"high","soil"
"619",254,7.47498432539683,10.819,4.18,"high","soil"
"620",255,7.69096438492064,10.999,3.75,"high","soil"
"621",256,7.43412748015873,9.901,3.49,"high","soil"
"622",257,7.32274791666667,9.975,4.11,"high","soil"
"623",258,7.10797569444444,9.445,3.9363,"high","soil"
"624",259,6.65443392857143,9.6149,3.7124,"high","soil"
"625",260,6.5153746031746,10.195,3.3144,"high","soil"
"626",261,6.61171259920635,10.479,2.8537,"high","soil"
"627",262,6.75724295634921,11.243,2.9699,"high","soil"
"628",263,7.24894781746032,10.82,3.5391,"high","soil"
"629",264,7.49396845238095,10.078,3.4037,"high","soil"
"630",265,7.16871052104208,9.2229,3.0371,"high","soil"
"631",266,6.64282787698413,9.244,3.7051,"high","soil"
"632",267,6.54478392857143,9.069,3.5786,"high","soil"
"633",268,6.54010029761905,10.064,3.779,"high","soil"
"634",269,6.51873501984127,10.416,3.327,"high","soil"
"635",270,6.58833244047619,11.129,3.076,"high","soil"
"636",271,6.57153422619048,10.708,2.823,"high","soil"
"637",272,6.35754953095685,11.44,2.629,"high","soil"
"638",273,5.71901197916667,10.072,2.447,"high","soil"
"639",274,5.15901432291667,10.213,1.8363,"high","soil"
"640",275,4.83191210069444,9.2031,0.87518,"high","soil"
"641",276,4.55210538194444,8.9398,0.57562,"high","soil"
"642",277,4.15639550347222,7.8333,0.61482,"high","soil"
"643",278,3.62745720486111,7.5787,1.0072,"high","soil"
"644",279,3.24891631944444,7.0109,1.1271,"high","soil"
"645",280,2.94236720486111,8.2668,0.85313,"high","soil"
"646",281,2.69381875,7.0557,0.88,"high","soil"
"647",282,2.22357792534722,6.124,0.7,"high","soil"
"648",283,2.02409825520833,6.194,0.60622,"high","soil"
"649",284,2.032298046875,6.196,0.48996,"high","soil"
"650",285,1.96662465277778,5.573,0.41166,"high","soil"
"651",286,1.90821944444444,5.942,0.41236,"high","soil"
"652",287,1.74284506944444,6.259,0.34992,"high","soil"
"653",288,1.83266469618056,7.479,0.34994,"high","soil"
"654",289,2.14328671875,6.641,0.28728,"high","soil"
"655",290,2.17847370659722,6.577,0.15718,"high","soil"
"656",291,2.00520890625,6.234,0.15752,"high","soil"
"657",292,1.72197541666667,5.485,0.176,"high","soil"
"658",293,1.56324099826389,4.442,0.12,"high","soil"
"659",294,1.44049349826389,3.89,0.104,"high","soil"
"660",295,1.17514010416667,3.014,-0.118,"high","soil"
"661",296,0.972139114583333,2.642,-0.176,"high","soil"
"662",297,1.07535498263889,2.929,-0.313,"high","soil"
"663",298,1.17086723958333,3.741,-0.33,"high","soil"
"664",299,1.01733354166667,3.057,-0.50286,"high","soil"
"665",300,0.624902795138889,2.382,-0.75879,"high","soil"
"666",301,0.250951371527778,1.863,-0.88002,"high","soil"
"667",302,0.104818671875,2.172,-0.869,"high","soil"
"668",303,-0.036828046875,2.02,-1.47,"high","soil"
"669",304,-0.185619548611111,1.863,-1.7283,"high","soil"
"670",305,-0.220609357638889,1.931,-1.7617,"high","soil"
"671",306,-0.18317734375,1.997,-1.519,"high","soil"
"672",307,-0.217209904513889,1.634,-1.8869,"high","soil"
"673",308,-0.301006067708333,1.267,-1.6503,"high","soil"
"674",309,-0.347984652777778,0.722,-1.2191,"high","soil"
"675",310,-0.501479696180556,0.452,-1.7327,"high","soil"
"676",311,-0.614093064236111,0.326,-2.1763,"high","soil"
"677",312,-0.664162473958333,0.295,-2.4204,"high","soil"
"678",313,-0.989096336805556,0.196,-3.4299,"high","soil"
"679",314,-1.27540905381944,0.071,-3.8773,"high","soil"
"680",315,-1.282781875,0.033,-3.9407,"high","soil"
"681",316,-1.63410537326389,-0.016,-3.4357,"high","soil"
"682",317,-1.9994790625,-0.055,-3.8142,"high","soil"
"683",318,-2.163535546875,-0.112,-4.5124,"high","soil"
"684",319,-2.18246189236111,-0.234,-4.2628,"high","soil"
"685",320,-2.32571206597222,-0.252,-4.8139,"high","soil"
"686",321,-2.73214079861111,-0.249,-5.1411,"high","soil"
"687",322,-3.06555026041667,-0.243,-5.253,"high","soil"
"688",323,-3.16614427083333,-0.323,-5.13,"high","soil"
"689",324,-2.98576727430556,0,-4.76,"high","soil"
"690",325,-3.14277274305556,-0.746,-6.278,"high","soil"
"691",326,-3.16173854166667,-0.556,-6.609,"high","soil"
"692",327,-3.18081909722222,-0.541,-5.5936,"high","soil"
"693",328,-3.4558078125,-0.72,-6.2103,"high","soil"
"694",329,-4.02572430555556,-1.505,-9.508,"high","soil"
"695",330,-4.06267092013889,-1.879,-9.5103,"high","soil"
"696",331,-3.59306649305556,-1.502,-7.085,"high","soil"
"697",332,-3.45867899305556,-1.745,-6.6293,"high","soil"
"698",333,-3.85469756944444,-2.588,-8.1449,"high","soil"
"699",334,-4.47344670138889,-2.32,-9.6475,"high","soil"
"700",335,-4.68427560763889,-1.95,-9.1212,"high","soil"
"701",336,-4.44220460069444,-1.94,-7.588,"high","soil"
"702",337,-4.42310190972222,-1.82,-8.2881,"high","soil"
"703",338,-4.69902699652778,-1.82,-9.6388,"high","soil"
"704",339,-5.20216944444444,-2.677,-9.3845,"high","soil"
"705",340,-5.24747352430556,-2.13,-8.3719,"high","soil"
"706",341,-5.00396805555556,-2.19,-7.8483,"high","soil"
"707",342,-4.86563776041667,-2.56,-8.0854,"high","soil"
"708",343,-5.33402517361111,-2.15,-11.003,"high","soil"
"709",344,-5.16492578125,-2.01,-11.5,"high","soil"
"710",345,-5.28436597222222,-2.24,-11.094,"high","soil"
"711",346,-5.05692786458333,-1.945,-9.8693,"high","soil"
"712",347,-4.61243220486111,-1.748,-8.3999,"high","soil"
"713",348,-4.91323723958333,-2.7,-7.9255,"high","soil"
"714",349,-5.35474852430556,-3.291,-8.659,"high","soil"
"715",350,-5.44672986111111,-3.82,-8.51,"high","soil"
"716",351,-5.41099279513889,-3.309,-9.844,"high","soil"
"717",352,-5.59175885416667,-3.147,-9.916,"high","soil"
"718",353,-5.83338324652778,-4.2749,-8.491,"high","soil"
"719",354,-5.70887265625,-3.77,-8.768,"high","soil"
"720",355,-5.82197152777778,-3.4555,-7.914,"high","soil"
"721",356,-5.66839045138889,-3.2619,-7.2253,"high","soil"
"722",357,-5.574746875,-3.1356,-6.858,"high","soil"
"723",358,-6.07088038194444,-3.1314,-8.569,"high","soil"
"724",359,-6.64971397569444,-4.0775,-10.805,"high","soil"
"725",360,-6.58544097222222,-4.85,-10.955,"high","soil"
"726",361,-7.293228125,-4.857,-9.9342,"high","soil"
"727",362,-7.78971232638889,-5.77,-10.137,"high","soil"
"728",363,-7.63393576388889,-5.6661,-10.195,"high","soil"
"729",364,-7.60005824652778,-5.3433,-10.25,"high","soil"
"730",365,-7.97848967013889,-5.3991,-12.124,"high","soil"
"731",366,-7.42563888888889,-7.07,-7.99,"high","soil"
"732",1,-4.65981597222222,7.399,-14.44,"low","air"
"733",2,-1.07043663194444,12.86,-11.27,"low","air"
"734",3,-0.81738922675934,13.24,-15.61,"low","air"
"735",4,-3.09028385416667,16.05,-17.99,"low","air"
"736",5,-0.981005208333333,17.77,-19.6,"low","air"
"737",6,-0.991262152777778,12.55,-20.02,"low","air"
"738",7,-2.41233101650738,11.81,-19.58,"low","air"
"739",8,0.101245659722222,13.05,-18.88,"low","air"
"740",9,-0.352402777777778,11.85,-13.41,"low","air"
"741",10,0.381602085143354,14.92,-19.39,"low","air"
"742",11,-1.18333246527778,11.55,-17.02,"low","air"
"743",12,-2.27929427083333,13.65,-19.31,"low","air"
"744",13,-0.144641493055556,12.69,-19.53,"low","air"
"745",14,-0.725698784722222,11.6,-21.01,"low","air"
"746",15,1.52458333333333,11.24,-18.8,"low","air"
"747",16,2.24948784722222,13.99,-9.25,"low","air"
"748",17,2.03497569444444,10.89,-13.77,"low","air"
"749",18,5.34241927083333,13.45,-2.428,"low","air"
"750",19,4.5634296875,14.98,-10.39,"low","air"
"751",20,0.9908046875,9.73,-13.57,"low","air"
"752",21,1.42979427083333,15.3,-9.78,"low","air"
"753",22,1.88612239583333,15.57,-12.02,"low","air"
"754",23,2.09428559027778,17.19,-15.02,"low","air"
"755",24,1.8196640625,16.9,-9.62,"low","air"
"756",25,1.63632204861111,15.08,-11.75,"low","air"
"757",26,1.79536024305556,18.67,-13.26,"low","air"
"758",27,1.27080729166667,18.9,-14.04,"low","air"
"759",28,1.98218315972222,17.58,-16.6,"low","air"
"760",29,3.08300694444444,12.77,-12.19,"low","air"
"761",30,2.72664409722222,14.36,-12.88,"low","air"
"762",31,-1.849984375,12.87,-20.79,"low","air"
"763",32,-5.79134635416667,7.818,-27.17,"low","air"
"764",33,-5.24310251954822,11.57,-29.48,"low","air"
"765",34,-2.33095833333333,11.52,-16.98,"low","air"
"766",35,-1.32044407345576,14.51,-22.7,"low","air"
"767",36,0.290836419753086,16.97,-26.56,"low","air"
"768",37,0.639389660493827,18.58,-25.33,"low","air"
"769",38,0.721075617283951,18.69,-19.06,"low","air"
"770",39,-0.512637345679012,14.98,-22.85,"low","air"
"771",40,-0.090345945945946,18.45,-22.96,"low","air"
"772",41,1.41548148148148,19.6,-14.7,"low","air"
"773",42,-0.321302469135803,15.39,-15.63,"low","air"
"774",43,1.11288657407407,14.35,-13.78,"low","air"
"775",44,4.06458101851852,16.14,-6.224,"low","air"
"776",45,0.981979166666667,18.6,-12.94,"low","air"
"777",46,1.14538271604938,16.73,-13.11,"low","air"
"778",47,3.52296759259259,17.99,-10.27,"low","air"
"779",48,4.12737676348548,15.84,-10.44,"low","air"
"780",49,3.42748827106864,19.08,-8.95,"low","air"
"781",50,2.99783940972222,15.01,-9.22,"low","air"
"782",51,0.621228496959166,14.39,-9.99,"low","air"
"783",52,-1.92179947916667,16.63,-12.39,"low","air"
"784",53,-1.2071592920354,13.48,-15.75,"low","air"
"785",54,-2.23823861003861,14.51,-16.47,"low","air"
"786",55,-0.567274691358025,17.1,-12.17,"low","air"
"787",56,-1.95807793209877,14.48,-14.49,"low","air"
"788",57,-1.30210416666667,13.19,-15.21,"low","air"
"789",58,-0.303685956790123,16.3,-18.07,"low","air"
"790",59,-0.0312962962962963,13.67,-15.48,"low","air"
"791",60,0.377033976833977,17.64,-16.55,"low","air"
"792",61,2.39606177606178,19.84,-18.43,"low","air"
"793",62,4.89739197530864,18.75,-12.63,"low","air"
"794",63,3.00804861111111,20.02,-14.73,"low","air"
"795",64,3.54806172839506,15.2,-11.79,"low","air"
"796",65,5.25375540123457,16.78,-6.606,"low","air"
"797",66,3.59414660493827,19.18,-8.44,"low","air"
"798",67,2.46105401234568,14.45,-8.9,"low","air"
"799",68,3.72634880123743,19.48,-8.41,"low","air"
"800",69,4.09697374517375,19.03,-11.54,"low","air"
"801",70,4.32020601851852,16.86,-12.05,"low","air"
"802",71,4.4041149691358,17.45,-9.05,"low","air"
"803",72,6.25228703703704,17.08,-4.723,"low","air"
"804",73,8.37433564814815,19.43,-2.551,"low","air"
"805",74,9.30211805555555,22.17,-4.548,"low","air"
"806",75,9.74604475308642,23.5,-4.614,"low","air"
"807",76,8.16722685185185,20.68,-3.098,"low","air"
"808",77,5.77853195020747,23.21,-4.766,"low","air"
"809",78,5.08904491292392,21.03,-9.55,"low","air"
"810",79,5.05799919093851,20.45,-13.94,"low","air"
"811",80,6.2863549382716,20.35,-9.26,"low","air"
"812",81,6.99857947530864,21.71,-6.888,"low","air"
"813",82,5.08167901234568,19.33,-12.46,"low","air"
"814",83,1.68196833976834,21.62,-14.96,"low","air"
"815",84,2.75128472222222,19.34,-15.48,"low","air"
"816",85,3.64633024691358,18.85,-11.66,"low","air"
"817",86,3.74838040123457,23.21,-12.42,"low","air"
"818",87,5.96384104938272,21.64,-4.844,"low","air"
"819",88,8.2768850308642,20.66,-4.034,"low","air"
"820",89,8.82128725868726,23.51,-4.83,"low","air"
"821",90,7.17098287937743,22.57,-5.871,"low","air"
"822",91,5.4859537037037,24.27,-9.07,"low","air"
"823",92,4.93388657407407,23.94,-9.13,"low","air"
"824",93,3.7386674382716,17.05,-4.922,"low","air"
"825",94,3.36639583333333,18.07,-7.948,"low","air"
"826",95,6.94834722222222,19.72,-10.34,"low","air"
"827",96,6.80092669753086,18.82,-8.85,"low","air"
"828",97,8.32681452859351,20.98,-3.177,"low","air"
"829",98,8.94087885802469,20.02,-5.141,"low","air"
"830",99,6.3826512345679,20.74,-13.85,"low","air"
"831",100,5.10029398148148,19.18,-17.06,"low","air"
"832",101,9.0440625,21.74,-9.26,"low","air"
"833",102,8.95191589506173,21,-1.118,"low","air"
"834",103,7.06545200984413,20.9,-8.92,"low","air"
"835",104,7.40861892361111,20.96,-11.46,"low","air"
"836",105,7.13076822916667,20.8,-7.514,"low","air"
"837",106,4.46846875,16.94,-7.621,"low","air"
"838",107,4.76562673611111,21.53,-10.31,"low","air"
"839",108,6.84589409722222,22.34,-13.48,"low","air"
"840",109,7.3311328125,19.18,-4.913,"low","air"
"841",110,6.07408427454387,19.2,-2.562,"low","air"
"842",111,7.65882204861111,18.36,0.146,"low","air"
"843",112,7.94825434027778,21.04,-7.615,"low","air"
"844",113,7.13853385416667,21.42,-8.82,"low","air"
"845",114,8.72473003472222,24.41,-7.28,"low","air"
"846",115,9.28556336805556,26.95,-2.363,"low","air"
"847",116,8.20505994787142,23.43,-3.536,"low","air"
"848",117,7.51416840277778,22.78,-1.612,"low","air"
"849",118,8.42648434782609,22.53,-4.015,"low","air"
"850",119,6.08299565972222,23,-5.307,"low","air"
"851",120,5.24089236111111,21.98,-5.786,"low","air"
"852",121,5.38051649305556,22.3,-7.206,"low","air"
"853",122,7.23479513888889,21.84,-9.04,"low","air"
"854",123,9.92823631624674,24.78,-4.334,"low","air"
"855",124,11.7307109375,25.65,1.055,"low","air"
"856",125,12.0216880973067,27.25,-0.781,"low","air"
"857",126,13.4388203125,25.74,-1.905,"low","air"
"858",127,10.5718758680556,25.26,-4.313,"low","air"
"859",128,7.6373671875,26.64,-2.954,"low","air"
"860",129,8.32821920289855,24.66,-3.395,"low","air"
"861",130,9.27377604166667,22.21,-3.809,"low","air"
"862",131,7.18553518679409,25.86,-1.745,"low","air"
"863",132,6.87092361111111,22.25,-2.788,"low","air"
"864",133,9.51351736111111,26.6,-4.233,"low","air"
"865",134,10.1001710069444,27.12,0.157,"low","air"
"866",135,9.66945659722222,24.26,-0.398,"low","air"
"867",136,10.678359375,24.75,0.845,"low","air"
"868",137,11.2985755208333,26.91,0.627,"low","air"
"869",138,9.23989487402259,26.22,-1.188,"low","air"
"870",139,9.12561458333333,23.95,-0.986,"low","air"
"871",140,8.87775,20.26,-1.878,"low","air"
"872",141,11.5590980902778,21.91,2.44,"low","air"
"873",142,13.6676328125,27.36,3.311,"low","air"
"874",143,12.3891371527778,30.45,1.857,"low","air"
"875",144,11.6681180555556,24.79,2.756,"low","air"
"876",145,12.4525230234579,26.89,3.924,"low","air"
"877",146,12.8893831450912,26.52,4.205,"low","air"
"878",147,14.8732178819444,28.65,5.597,"low","air"
"879",148,14.7892092013889,29.53,5.306,"low","air"
"880",149,13.5316467013889,24.3,6.076,"low","air"
"881",150,13.225203125,22.36,4.105,"low","air"
"882",151,16.0813205907906,26.66,8.03,"low","air"
"883",152,15.6410434027778,26.74,5.583,"low","air"
"884",153,17.0813767361111,29.06,5.639,"low","air"
"885",154,17.9751822916667,29.57,9.32,"low","air"
"886",155,17.9954305555556,30.13,7.72,"low","air"
"887",156,17.0692083333333,31.15,5.727,"low","air"
"888",157,18.0019045138889,29.3,4.549,"low","air"
"889",158,17.4529079861111,28.78,9.41,"low","air"
"890",159,16.1238663194444,25.01,5.266,"low","air"
"891",160,18.3084131944444,30.57,2.113,"low","air"
"892",161,20.7180851433536,34.58,6.036,"low","air"
"893",162,18.4357862728063,33.1,8.53,"low","air"
"894",163,16.9545763888889,29.78,6.395,"low","air"
"895",164,17.3522638888889,29.94,6.515,"low","air"
"896",165,17.919921875,30.71,5.927,"low","air"
"897",166,18.0134535186794,28.8,5.088,"low","air"
"898",167,20.1350260416667,30.44,10.57,"low","air"
"899",168,19.1317621527778,29.62,10.63,"low","air"
"900",169,19.1713064236111,33.14,7.522,"low","air"
"901",170,20.5710173611111,34.34,6.457,"low","air"
"902",171,21.4624409722222,32.86,6.625,"low","air"
"903",172,20.3235329861111,32.94,9.17,"low","air"
"904",173,20.2940538194444,35.31,9.55,"low","air"
"905",174,18.2913472222222,34.67,6.353,"low","air"
"906",175,20.6531484375,35.61,7.458,"low","air"
"907",176,21.7059288194444,35.03,10.2,"low","air"
"908",177,22.0208420138889,36.67,12.05,"low","air"
"909",178,21.6864496527778,34.3,10.38,"low","air"
"910",179,21.7482725694444,32.6,11.77,"low","air"
"911",180,21.5458036490009,32.71,11.04,"low","air"
"912",181,20.4972309027778,33.97,9.5,"low","air"
"913",182,20.0573871527778,32.14,9.63,"low","air"
"914",183,20.16171875,34.51,12.06,"low","air"
"915",184,21.1645659722222,32.67,11.9,"low","air"
"916",185,21.9075347222222,34.57,9.29,"low","air"
"917",186,22.3144184027778,31.94,8.01,"low","air"
"918",187,21.4044569939183,32.26,10.75,"low","air"
"919",188,19.3879340277778,35.29,10.17,"low","air"
"920",189,18.4574149305556,32.77,7.992,"low","air"
"921",190,20.0354474370113,32.46,10.75,"low","air"
"922",191,21.8250173611111,32.45,11.85,"low","air"
"923",192,21.9131597222222,34.79,12.75,"low","air"
"924",193,21.0101909722222,30.48,13.33,"low","air"
"925",194,20.8816753472222,33.81,11.78,"low","air"
"926",195,21.1618229166667,31.92,13.78,"low","air"
"927",196,19.8949565972222,30.25,11,"low","air"
"928",197,20.7425954861111,31.4,10.3,"low","air"
"929",198,21.7497482638889,34.23,9.63,"low","air"
"930",199,22.3172482638889,30.79,13.68,"low","air"
"931",200,22.45671875,33.97,12.23,"low","air"
"932",201,22.0394791666667,32.9,13.44,"low","air"
"933",202,22.4801649305556,33.75,13.06,"low","air"
"934",203,23.9546875,32.55,13.17,"low","air"
"935",204,24.0017013888889,32.88,15.78,"low","air"
"936",205,23.49140625,33.61,14.02,"low","air"
"937",206,22.3662956521739,32.78,12.06,"low","air"
"938",207,21.6874305555556,32.53,12.73,"low","air"
"939",208,21.6078801042572,31.87,12.94,"low","air"
"940",209,20.1816594265856,27.81,12.67,"low","air"
"941",210,19.8340190972222,30.83,12.77,"low","air"
"942",211,20.3853819444444,32.09,11.28,"low","air"
"943",212,20.9275347222222,32.26,10.7,"low","air"
"944",213,21.8141840277778,32.24,12.16,"low","air"
"945",214,21.5685850694444,32.4,12.1,"low","air"
"946",215,20.214248479583,29.87,9.86,"low","air"
"947",216,21.4575,31.15,10.42,"low","air"
"948",217,20.0061458333333,32.16,11.6,"low","air"
"949",218,20.4594965277778,32.49,10.65,"low","air"
"950",219,19.9378472222222,32.39,10.96,"low","air"
"951",220,20.11515625,31.64,9.5,"low","air"
"952",221,20.186875,33.16,11.22,"low","air"
"953",222,19.5409762532982,29.18,10.81,"low","air"
"954",223,20.8220138888889,32.36,9.86,"low","air"
